timecode,first choice,timecode2,second choice
0,start
39958,R
76992,D,98489,D2
114648,X
135161,X
158843,X,184319,E2
317960,IR
319464,R
332000,X
343932,X,345217,X2
357760,X
369458,X,373108,X2
