timecode,first choice,timecode2,second choice
0,start
32661,IR
36694,R
52126,X,71790,X2
86710,X
100926,X
114841,X,132845,X2
158117,R
182639,D
200085,D,213014,D2
227180,X
239501,X,256869,X2
