timecode,first choice,timecode2,second choice
0,start
37010,IR
44816,R
93659,D,108636,D2
135773,D
169068,D
195142,E,215754,E2
246472,R
289594,E
307290,D,328451,D2
344819,E
358533,E,373668,E2
