timecode,event,eeg.af3,eeg.f7,eeg.f3,eeg.fc5,eeg.t7,eeg.p7,eeg.o1,eeg.o2,eeg.p8,eeg.t8,eeg.fc6,eeg.f4,eeg.f8,eeg.af4
0,,-14.629297377980146,-8.433529234182927,-16.671648201562263,-11.017374054306329,-12.586126925121205,-13.98393660808422,-14.652988457395525,-12.629416043077292,-11.82675944723862,-2.954491174753759,-11.651287187089686,-13.62941002593673,-11.596442527076864,-16.78271583035282
250,,-16.297395104612463,-10.44932274289095,-16.59727448641613,-12.22557958022473,-10.57727462225944,-8.341648487702676,-11.880728247131673,-14.25566955250288,-10.773937392718029,-2.4492471941626586,-13.573551038288084,-14.213370351083238,-10.925074554764828,-18.44439306587188
500,,-14.56896121990946,-10.07702955325346,-16.126733161656645,-12.723900084611223,-11.956410111348468,-7.735148787707544,-11.582818087130098,-16.176524120098737,-11.262305978810446,-2.4821349694764723,-15.21116400938549,-12.249608021053248,-10.857960469028225,-16.65710762429408
750,,-10.532021660102334,-10.028833281980011,-17.016057156126465,-14.55425099292475,-11.273154219250326,-9.311021208771203,-10.22583605752936,-15.591334053725967,-9.599382538381604,-3.5258894644864824,-14.173739258317802,-12.182934944100683,-14.642640922451251,-15.31725095252976
1000,,-13.080215111388627,-10.594041523600149,-17.131704325577225,-17.493080078522333,-13.093556246076965,-9.670482220678094,-10.177500779255972,-15.02464513641385,-10.168882266277596,-4.327597765248548,-12.110110509469582,-13.276779802872326,-15.219011067419023,-16.573714648362532
1249,,-14.873211432986402,-13.388492425990638,-17.361813187641474,-15.04138140917222,-15.444496594685017,-9.44622505283946,-13.518224972063862,-13.956665917778812,-12.036698073373373,-4.541845007134709,-14.421213622983313,-14.997781696622832,-13.496737071866916,-18.473371886398844
1499,,-15.792749491409246,-14.031825433841218,-19.21915021942873,-15.301337934623248,-10.542823972426469,-6.644444097073005,-14.527704573312436,-12.734579330683564,-10.497837366043468,-1.3556188761506132,-12.577812618506773,-14.341173811399733,-11.530770124084588,-17.528565392398768
1749,,-16.334204159019176,-10.47471169335832,-17.08757039826732,-14.966583693491302,-10.32590045078603,-8.811631490407516,-14.139829540530176,-14.580867286848337,-9.13071740700547,0.4977753236037899,-11.11669563814187,-13.449600383872935,-9.451132903505936,-18.13623115571967
1999,,-16.417998327652,-7.788319044415331,-15.832781934086482,-11.49483254290488,-10.913388630610164,-13.401447210432131,-9.65340370824572,-14.02374999753974,-10.18360318772277,-0.0584465605691389,-10.807024842250009,-11.706671276970358,-10.771487682519918,-15.758769365513736
2249,,-15.163791261715163,-10.008804322172022,-16.18174341056188,-13.564062940792793,-11.447806381474663,-14.947399398940895,-10.790928322788096,-13.167824482407378,-12.83885852093345,-3.2754816380135128,-11.361807321688085,-13.75874766254336,-11.45764915720485,-14.898742183332224
