timecode,event,eeg.af3,eeg.f7,eeg.f3,eeg.fc5,eeg.t7,eeg.p7,eeg.o1,eeg.o2,eeg.p8,eeg.t8,eeg.fc6,eeg.f4,eeg.f8,eeg.af4
0,,-5.5812599584818585,-1.8569026159382136,-6.962087099342228,-1.8136650482745509,-5.152791125823749,0.9018116328389676,-1.9996233112711368,-2.958666240892585,-0.7731319093713986,7.572306558547362,-3.768666272722628,-3.5129707242637407,-2.18048152907641,-8.311516571902382
250,,-8.32433091364651,-1.267261063128795,-9.622561542228036,-3.677386977453149,-3.9611156398330216,0.3306428765528218,-2.6099597477923187,-3.5859066052591317,-2.834804589702104,7.845148030463448,-5.347406617885468,-5.501313802640012,-1.0047073801251891,-11.907579289943913
500,,-7.2059921322015965,-2.237734022444437,-8.930561942304038,-6.700300525439928,-2.599223936380918,-2.4923518435798315,-0.4601557700134801,-6.324274295335755,-3.8946712776453047,7.603049994964212,-8.144267325414733,-5.45414567979225,-2.196427887503129,-9.422220600583898
750,,-2.610962020539297,-0.6151332862881268,-8.976762984773092,-6.834633625150212,-2.1504245780629363,1.1407315173403128,-0.9041482269815344,-7.672806156458279,-1.4541529001970288,8.933036069883805,-6.361175576421168,-7.468855161672842,-5.437056594518294,-4.662896496557355
1000,,-6.860337904056317,-3.386923884765347,-8.115028311026965,-7.443726961525298,-3.909452099956308,0.929151559258492,-0.9362598234291896,-8.113932499134247,-2.384676589021604,5.127208483745446,-3.5325151763945115,-7.806066708629384,-6.090364170047123,-7.080684209236875
1249,,-8.18434276948636,-7.505784685487811,-10.43067785054431,-4.29499777600694,-5.796028574029657,-0.9514853825267824,-3.09426256940655,-6.494497293427121,-6.164021632404205,3.9169835822115706,-4.901313194594917,-3.403365196141225,-5.95289656785272,-9.976871811792568
1499,,-6.843870446659431,-6.835996191459913,-11.091538313433029,-2.872576797857232,-2.9278763788542084,1.5264529486488545,-2.256959163288584,-2.4776507669650547,-4.770250404372459,8.435449761288217,-3.876642486972566,-3.94209893890234,-4.045822933123956,-9.687150562186744
1749,,-8.23217097765821,-4.437560914188071,-5.462056843313103,-3.4201270235113244,-3.2553065911207018,-0.3994584590528419,-1.8346743780531336,-2.3650768601638377,-1.040741628281363,9.311184887315871,-3.409745322879789,-8.634398708318498,-0.2878002661494488,-9.45088668288288
1999,,-9.177361343271224,-1.0088249786436272,-5.99227958163738,-0.4820152797898741,-2.1702589946127704,-3.022443921778556,-2.4065958104005887,-2.8776725907725336,-1.7078787447527168,8.380817353373223,-2.0584396398190457,-5.103114483756023,-1.5412896745723663,-7.62148735859559
2249,,-5.762191000619163,-2.836114353895685,-6.502443128495865,-2.0122352724065906,-0.9365105830388978,-0.9468269436557014,-3.329338129915909,-3.09192981074557,-0.491534513077317,6.96043222620059,-1.541852781645229,-6.045481007355647,-2.743117808755598,-6.993589562283537
2499,,-6.704474230169033,-1.462288252538842,-8.838705977793898,-4.554360808102784,-1.5612020018734276,-4.204749383065886,-2.2515101494097847,-5.530728999261871,-0.4996416339820119,6.100319432765176,-3.1104951290078064,-4.732085586537018,0.0263191514036841,-7.994522183346824
2749,,-6.796164933924632,-0.834196578174166,-10.111996218995907,-2.2488233893013816,-2.9193721541667346,-2.496639376183708,-3.049497259278529,-6.199677270284846,-3.3319646279889463,6.224149006539077,-3.829353925739903,-4.525750354695639,0.2357999955033457,-8.586463727992694
2999,,-6.476961531973022,-0.2939182738735627,-6.151444202014831,-5.267207449020655,-3.201353255291735,-0.5650566812251598,-1.4833131777856714,-4.242612802438607,-2.6630305951783773,6.459581647125155,-5.904016021236645,-5.492631052805218,-3.0511202261587247,-5.535117028259675
3248,,-5.590491913892018,-1.0617504410226497,-5.751771228336774,-6.431913489947464,-1.7894136344999567,-1.788763222415081,-0.4038771047324735,-5.106725110885884,-2.908680053894412,4.388750675389379,-11.00946409908152,-5.347686108133178,-5.359541808828356,-7.374825996608059
3498,,-5.477803509497534,-0.7861860075200413,-6.74096406498699,-5.138681397214551,-4.053903401836286,-1.9681092726078135,-3.0471352482473324,-8.078076691926704,-3.959200805306292,3.958485236314,-9.2383080404383,-7.918960990167387,-5.206470591400683,-8.53709924500401
3748,,-5.828110925267314,3.123138910509322,-6.1034313861164,-2.621914444071401,-0.90877350672618,-2.813423955250656,-5.213896713101345,-2.3294185644951493,-1.4004254719720532,6.738236006878554,-4.882746380454024,-4.792180489286157,-2.298261297338483,-5.184701501065611
3998,,-3.951810121536898,1.3534841302021772,-5.848689309940605,-2.087963437375413,-1.6696537899367034,0.0913459761204087,-5.904162834435115,-2.010456866744918,-1.9245064417297424,4.124132153663048,-4.954034681711278,-6.489049718701354,-3.03559789288859,-6.053566294404141
4248,,-6.001448189069266,-2.7979746540115484,-9.67942910041275,-2.781724208063979,-3.70590112658916,1.442078072423374,-3.5005433081478103,-1.638507466443998,-1.5947105652744091,2.478086506681461,-4.4470587396178844,-14.335136076914967,-4.862726317195175,-8.671961655470893
4498,,-4.604299272884099,-0.3257419986147042,-8.388789094412584,-3.558414210330721,-3.0275175608831004,-0.0296069394955852,-3.4375741986461867,-3.884029811659256,-0.3224031075517991,6.946457421931099,-5.27275576942592,-11.47845566909766,-1.5820199263851042,-7.510789740345261
4748,,-3.198549514219909,-0.6818828200726129,-4.6061208632167405,-3.57750186118036,-1.2217094309183956,0.317426306971493,-0.8497174552023687,-4.421452000246786,-1.9731033688094928,9.83041494769634,-4.997144584722619,-7.943902083491917,-4.03502877426463,-6.546427842088008
4998,,-4.137211985208908,-2.3271534351890018,-6.9159887212855935,-5.670018310796565,-0.915736722791304,1.5032338231422984,-0.3217580140552137,-6.104971414977323,-4.808044052881028,8.231775230966221,-5.6541768114040805,-5.001130946408861,-6.063318991303433,-6.029441997190293
5247,,-5.298799007760082,-0.6034457066715129,-7.386583061286956,-7.327288560676163,-1.3099139634275208,-2.106705915326525,-0.1603621697253628,-6.950603818121013,-6.339200453383783,7.40135105699952,-4.28791737820096,-6.085243522396635,-4.921037151410839,-4.556413861184336
5497,,-4.775262252752953,0.6502915085020717,-5.330769513278536,-5.547628351823048,-1.9986612123379823,-2.462660280499394,-3.7991356011137767,-9.095931760694896,-4.239080757072063,7.441971918967526,-3.5750080345734894,-5.466250097892936,-6.39897133700514,-2.4823145417627703
5747,,-4.438855189929182,-0.7683320128597914,-4.576911241987433,-3.424073078849619,-3.352400375925721,-0.0516149677027469,-5.449774258067311,-5.745636650325352,-3.68223299067922,6.741123528307056,-4.435509934040463,-5.1547334651644015,-6.406655554160226,-1.0150769438044809
