timecode,event,eeg.af3,eeg.f7,eeg.f3,eeg.fc5,eeg.t7,eeg.p7,eeg.o1,eeg.o2,eeg.p8,eeg.t8,eeg.fc6,eeg.f4,eeg.f8,eeg.af4
0,,-19.24562899689268,-10.133299578984944,-19.86766980849169,-9.922836656130809,-15.152480217969304,-14.48270926159003,-16.9756584679596,-19.130723472644743,-15.98446465488302,-10.62721408092491,-4.3775491653994845,-19.89479494080036,-4.392894607520988,-17.954814130601708
250,,-16.509210040248682,-10.177397578427618,-20.491344031049845,-12.275647847257783,-14.485212799500228,-14.2304094115891,-17.67663057435662,-17.48862155548821,-14.799871638916036,-10.493602107922037,-6.8067440819512095,-15.188925045439392,-2.632535562685987,-18.080289143627542
500,,-14.010434945771657,-11.763108563709135,-16.23757149282931,-11.548427286408296,-16.116441512452255,-12.762579711699676,-14.706748227245512,-15.197663735178788,-16.392427708807325,-8.882875990226468,-8.769501387926983,-12.558485900646785,-5.93941160165466,-17.303249565205334
750,,-13.865001931377725,-10.734256709915051,-16.185203539986013,-9.157292306957956,-13.563375587407869,-11.41391718384968,-13.62014632495541,-15.091627282430728,-15.957379344462328,-10.569341298215598,-8.864003785168507,-12.43546800376097,-6.218746507878458,-14.701051316875862
1000,,-16.564662643904786,-8.720911942031126,-19.643713082118214,-12.31781137395787,-12.521935405761424,-9.96844087661514,-13.179871673323376,-16.614437710108234,-14.851495901079891,-11.595721904047638,-7.9840793186293055,-12.6626229655854,-4.46668441703685,-15.878713526839276
1249,,-13.509163671974374,-7.9620093254079745,-16.576119255338494,-9.880113690797176,-15.833064959986494,-10.230132535986948,-11.980460188028852,-13.476066051777185,-15.007007667047304,-8.037021803429404,-5.429996793788482,-12.671496104607533,-3.6640238896600543,-16.692409598967494
1499,,-11.848523609387136,-8.017726378675924,-18.628065376779567,-11.224236514398225,-15.69933159610818,-14.67249272498596,-14.62068623433095,-11.29611312016561,-12.636729559591826,-8.42775894432931,-4.848135007537176,-13.61176338569236,-5.198130403247755,-19.355282906738267
1749,,-12.448276535974184,-10.049346603376224,-19.91476552759173,-13.529106235035025,-15.135736470857095,-19.2490968548277,-15.02081562250282,-12.310181876421202,-14.333567818298786,-13.271697206057462,-7.862243945071561,-14.588565677249058,-5.8106060562989,-19.2118718272488
1999,,-14.52596248160794,-15.40240778320384,-19.388506469636138,-14.36300307866964,-14.184166907911235,-18.6514703638279,-14.062578065245397,-17.808749771944136,-14.084803140771005,-11.945484980957312,-8.676581473552353,-15.921996671450032,-6.078239350794602,-16.149496791872412
2249,,-17.535584408883402,-12.467542060778433,-16.4602614290914,-10.822207661783835,-13.12113637487138,-14.690033465437422,-14.492983879615224,-15.800300362755731,-15.47308868839721,-8.555477983522247,-10.577975515157146,-13.092105354711236,-4.230660355221911,-15.613332761325044
