timecode,event,eeg.af3,eeg.f7,eeg.f3,eeg.fc5,eeg.t7,eeg.p7,eeg.o1,eeg.o2,eeg.p8,eeg.t8,eeg.fc6,eeg.f4,eeg.f8,eeg.af4
0,,-0.8951191125392327,-0.600477783108392,-5.084383268541588,4.618561009410934,0.2551469035353905,-3.3123692815249104,-1.368164125645048,-4.002899459996271,-5.046300425499723,-0.7824994077258878,-2.44942482147939,-5.419304060789275,-4.203356536144668,2.745147534845542
250,,-2.67436193558279,-1.333444741068972,-4.396386478279202,3.5243682673231227,0.0972963686463419,-2.626545315364347,-3.681158489280932,0.6764352631088889,-4.209018350568599,-1.143460247906532,1.3560144300847816,-7.19349859287828,-4.631217896788866,0.5540065388092744
500,,0.0673596643601713,-0.6892885745152927,-9.339721087995205,-1.1018990339951005,-3.28978887446328,-0.4464524462788403,-1.1071010046959275,-3.7602177934169374,-2.650955036135122,-2.3656029368043354,2.815401250392497,-7.287568560139277,-3.023566480952961,1.4263240260657697
750,,-2.280315294172625,0.225490187714777,-9.985224760187911,-4.890680413207567,-2.400805063164065,-1.7862897688693429,0.9149649437166556,-8.173011125565491,-4.392573996201994,-1.5707234932796907,0.1743080834263566,-5.568252471720259,-2.405099304692229,2.3238372066817847
1000,,-6.746721156587702,1.049638451901937,-11.71041308035841,-3.361323935243528,-0.2374774822890257,-4.1111400978503125,3.426091091656884,-8.28525669231807,-6.19686921234392,0.6469302069323155,1.3423972707317264,-5.89274454309904,0.3122026873978097,3.18591170759361
1249,,-3.7907038739438215,-1.041098145600848,-9.311734789122788,-2.457203998527869,-1.9814049753227736,-6.083216334653738,-0.9681419064764948,-9.498455441428964,-6.660391940746582,-2.5327111043244805,-0.7475577854977626,-7.133320553226965,-1.386673381723302,2.224288595270132
1499,,-0.7386232862303027,1.825121670915888,-8.239028072283684,1.271898228173558,-2.0551408660841903,-4.3593182772964765,-7.790753750598876,-6.324876886501367,-6.848304401181236,-6.033044164716168,1.7946737440249465,-7.227126526001584,-0.0149139422033996,2.1932284993323794
1749,,-1.824223919624537,3.0910421832983337,-7.133168008769024,2.232331085132065,-2.122596653118064,-4.5374624009913935,-4.565430798860357,-6.669834949256709,-6.927323344536697,-3.668546516756357,0.0785948349730833,-11.316001305489037,0.9972254504049928,4.309030938727875
1999,,-1.4261628665116943,3.3424161248448576,-5.113051400733077,2.110721400998892,1.9672993723820549,-6.307344649120475,-5.008363202491973,-7.013130220408136,-6.159667943311,-3.26938806267766,-2.2089679835833174,-7.4567202813210525,-2.2047361091530018,5.317823967574039
2249,,-3.9459521189459097,0.8488315921539666,-7.115401559677158,1.0037183154642173,3.432896118852402,-6.583640601258724,-6.4219502599864855,-8.867094821571749,-7.93727686820459,-3.002644478497019,2.202559277319668,-6.009124411307707,-0.7430036328264222,5.152067066830144
2499,,-1.8617830873001369,-0.7478261467491444,-7.79688669235984,1.8239241962418768,-1.3473545106208955,-8.5426202587776,-9.427333198078037,-12.752373342657082,-8.821296526123191,2.086773583756674,1.2267034820818392,-8.647717416678134,-0.9783982075626324,2.685963842516645
2749,,-2.860112595774806,-3.244484472706231,-7.836027660702907,2.3879034185797336,-0.3731960996499867,-6.047562180515792,-9.672105424569214,-9.714978429540112,-6.666985652923575,0.0293445530457821,-2.5203777665253173,-7.300787687430661,-2.5316924078687624,4.35967562271056
2999,,-4.533482221288242,-1.1154590559920738,-7.343179367735139,0.4710115500344723,2.9552069035125044,-3.5981423113924875,-6.584502537473118,-6.560521315974702,-5.443650891097656,-3.7571263190484494,1.2706260776518006,-6.836655683536367,-0.6613780903407834,4.085883390119662
3248,,-3.3790245445905227,0.8434112522296882,-5.986656069584276,1.8704133057665704,2.088511843138624,-4.279371927682151,-4.6380155104944665,-5.724722194341235,-5.1726390298275104,-3.1501450283107166,3.8309751040538673,-6.629484544770045,-1.303161773946094,2.347152170595584
3498,,-4.031050047927752,-1.6134987538876333,-8.331578445269482,2.235315120430942,1.2177418579866457,-3.058150468833219,-6.521280348036001,-6.713894688101622,-6.750349349725165,-1.656270652580926,0.7051138391987568,-8.29124339366623,0.0023252707515288,1.67689683496338
3748,,-5.405407994234775,1.2204713185305351,-8.707803525668263,3.1307493753798483,1.0550825426817527,-3.789277266247039,-8.193105226881823,-8.09974033380806,-6.20567774652078,-1.689372841085056,-1.305968231433602,-6.724931335751206,-0.3395652995513794,3.5441714605824552
3998,,-2.515101320385177,-0.2519243171923057,-6.008233971644817,1.7041265258317386,1.4655176027311194,-4.685965581677712,-7.841525171814531,-7.475157553172062,-4.86451386917365,-1.2382145979593044,4.630607685047433,-6.442252398233913,-0.5363151052451471,1.9517800637585851
4248,,-0.5667174006614033,-2.276587746231707,-4.930744165974545,3.519656061634779,-1.0524842921266735,-4.636953202524381,-5.694614795983367,-6.78413997908015,-6.547034313610985,-0.0429079829544151,5.540264203387122,-7.128933167558377,1.637049346941217,3.970120188850648
4498,,-1.14474048982501,1.203770672610352,-6.12751964745304,7.330291232953265,-1.2944857705801205,-4.783226465914283,-4.727460986856372,-5.237488139478749,-7.759109324770447,1.8402082669473936,1.0616271935461428,-6.801587092100777,4.922318182613045,3.7289300567064183
4748,,-5.50283024294713,4.161126378392327,-4.742642722602403,6.646600645156763,0.1803450178076885,-4.093847869282767,-6.548145396249713,-4.590897496194952,-4.299565480416914,-0.0900643127345389,1.1864723491557525,-5.38841426933216,2.175138619804017,3.133513426095024
4998,,-3.295879008093584,1.7612635372686598,-5.57619158626892,3.176515002077804,0.50541596032073,-3.937521813131374,-7.2193904375179585,-8.31139621801866,-3.998094476768954,-6.00966745187248,2.022101458740045,-6.973973095818161,-1.6576286376861646,3.283245971898502
5247,,-2.96583345636768,0.3163185154384632,-6.111045285468228,2.020425216056317,-1.174157957989295,-5.034041078069892,-6.017392484133217,-10.176141805872344,-5.1988272470092936,-6.286264069213306,1.8947170818777284,-6.339838401386391,-1.1722995453406189,3.3796569087530868
5497,,-0.7831212486644397,0.3554679171104379,-4.437142346586295,2.1593464566901988,-2.099504226212937,-5.956675526195876,-4.804904869488102,-8.175889293452395,-4.728608969520511,-1.8875378967808465,2.523711087682736,-4.423786728566944,-1.5090163012554951,4.4088274829599
5747,,-0.6450283358483315,2.8053439685409254,-8.057840419840778,2.760079851911643,0.9887083764613304,-5.6668330051235225,-2.215617909088248,-5.772575184232316,-2.744641126081888,-0.5196395403406274,2.523998000841714,-4.418492389089788,-3.2361182360615186,1.8988638464944232
5997,,-3.895621443922959,0.7705274418272963,-9.280202101631556,2.347674054650509,0.7825287993121461,-4.433831780275751,2.299166496889225,-3.100494056880765,-1.362557240598166,-2.2449327611066305,0.7007167700940399,-9.004891713671874,-1.3693288729599162,0.0259551463669968
6247,,-2.8034857320823683,2.3354883117912486,-9.089458765670486,4.233305227588466,-0.5554333609035319,-4.207342223955151,-1.0346304159975923,-2.1518692343088803,-3.567624820801377,-4.3827668456869375,1.3133116584223443,-9.276607644608053,-0.7812750411361604,-1.6844103416135936
6497,,-1.8585557381167883,4.126027644482126,-5.612518101476496,5.260188522272708,-0.1690682969094617,-2.0446893667108164,-1.5368645105775538,-2.9077493129401653,-3.398747997006688,-2.7886998436591157,2.4055207664562284,-4.145476849593851,0.3325933363067134,1.1681000715399947
6747,,-4.908404132603396,0.8364112750353003,-6.096998860141368,3.210478332083217,1.698420691140754,-2.6686637946106173,0.3334893333009174,-4.444429288040849,-2.6362527770213817,0.4530575665510782,4.620168326415391,-4.054471084901445,0.2768846733138853,3.6980590573131247
6997,,-5.768304709428502,-4.9202159032397415,-8.73213293753104,2.7139951978647705,1.233708933812624,-4.739999708687378,-0.863376055638265,-3.369499135222741,-2.678027133658781,-0.2825152006755477,4.934791583574868,-8.878850269493869,0.2142623146672853,2.131366773070112
7246,,-6.6319796981794985,-6.0544777515296175,-6.76504179269247,2.84006794721689,-1.2752690123774224,-4.453130273941427,-1.664389763909523,-3.88756871784829,-2.6598918269222422,0.2240291328834476,0.4139990885632046,-6.875976640072264,-1.5992648511053815,2.837071275854425
7496,,-7.082961693986768,-4.461893229413279,-6.664175727446144,0.6243731710222691,-3.4809949551955643,-4.185458745026022,-1.2551746324746282,-5.862584135628172,-5.625327788590377,2.186021563487305,1.5400655447829743,-7.988244692292218,-0.1871137843317196,3.735885891805207
7746,,-5.382559026404263,-4.224909919946041,-7.298572781985153,-0.9636291848907016,-2.0011468886609265,-5.335416575834483,-3.809434814093499,-8.570434269317557,-4.948091664973765,1.3133826427752415,2.728829625472169,-7.749274186087072,0.3866154562310364,0.9529178911099644
