timecode,event,eeg.af3,eeg.f7,eeg.f3,eeg.fc5,eeg.t7,eeg.p7,eeg.o1,eeg.o2,eeg.p8,eeg.t8,eeg.fc6,eeg.f4,eeg.f8,eeg.af4
0,,-4.697109191526247,1.5680123711607408,-11.077797138380792,-8.147441315096708,-1.9330388160820051,1.797025031431887,1.0210760606394045,-7.779981855587996,-3.136359018507045,9.26243613835745,-2.4985342935684454,-3.342514730947632,-2.507769020830926,-10.545973560856376
250,,-4.479027295882538,0.0506855887720367,-9.040835487617665,-2.941810831969173,-3.793853535445784,-1.702505139205419,-2.2543843701179824,-3.9208670683895255,-2.5075266867722585,10.914162845509722,-4.698941755986303,-4.314468502023812,-1.4954602326768571,-6.638708491374128
500,,-5.10018223936835,-1.917371390416061,-7.101306028356815,0.0570761557450815,-5.523355773278125,3.31887050065647,-0.2059122757561482,-3.11682708784397,-4.5728909152684905,8.972048974916158,-2.295305792189573,-2.8868846385749314,0.2056118676042831,-7.629844936448327
750,,-12.305338780525812,1.5572729664690386,-4.915680819081624,-0.616224740428085,-5.5325472967340605,3.380399019902364,0.6614748634525586,-3.380523372274028,-3.0607951979134853,4.831248387811461,-3.638776528438447,-2.9678106017653456,-4.986762399053744,-8.835617505444489
1000,,-7.676036624876662,-0.5102667051045422,-3.559772603104962,-3.9775348991665407,-5.268753237679411,-0.6502901142383783,-0.3270588393584587,-2.620148176329419,-4.697758262084023,4.799666590329367,-6.166674154597992,-1.6386836160624862,-4.301431598593586,-8.077148556408595
1249,,-7.7607531840179,-2.962109353838505,-6.291713185945529,-4.061646494774517,-11.182133280326152,0.0680918519850785,-0.6469394250618248,-4.056096258288046,-4.829176178799126,4.849280577510334,-3.0963010045166195,-2.763967067504693,-3.302002376238464,-6.353023628775791
1499,,-1.788084443879166,-0.4621979338416479,-7.615605901833668,0.3933963747274259,-3.6429307725153945,-0.2181962878314173,-1.673794145455179,-4.5113888312349575,-6.169392294987617,4.758114762473327,-5.454742010901173,-1.420714841156598,-1.1115070719518962,-4.678914456739491
1749,,-1.9369257878591188,-0.1974857564293028,-5.4153731384995885,-2.76471926065327,-2.056688426431255,2.6265348441314043,2.990699876696707,-4.148552530176443,-5.208507500530023,3.6674865476252574,-4.600730316770677,0.421187403651547,-3.1151828490186952,-2.4781908165180506
1999,,-8.268196256658154,-0.3808180163426676,-4.262106292406928,-5.35142494723252,-3.8710415786621306,-0.0185065819068386,-0.4752266835627144,-5.58135936620031,-1.2538803032915582,8.417319882693535,-3.287483762655815,-1.7602858936364472,-3.097257812550951,-7.008623680947283
2249,,-9.156731268873248,-0.5042579950539882,-9.816231405135316,-3.3839407065482767,-3.591761536400578,0.9960206241740648,-4.719818760759819,-3.286924766562398,1.7856778749947582,9.417990147243998,-2.245986499538864,-2.2118072070536026,-2.1325790544353183,-11.608180996079442
2499,,-12.085439291688113,-0.2067998931292162,-11.051358449681809,-5.871492161308716,-0.2131600472171753,2.72669857527242,-4.267845818328025,-3.502669364650186,-0.6200343914141812,7.859579033070857,-1.9369931755933536,-4.627510592245565,-2.80117445088033,-8.979272393063267
2749,,-3.79944268467908,-2.4052946858209845,-11.691113751376935,-8.489125138240425,-3.578028921324589,1.945012914894397,-2.446352628532428,-6.023354963481201,-6.886406987662559,3.6921154402584233,-0.711408483963792,-4.204292865274447,-4.566149791501354,-8.112586362293584
2999,,-0.7755854418244956,-0.4787956220478835,-10.41549978916768,-8.045478944718257,-3.383155502697881,0.4493066222329672,2.41341080475,-5.542612866144728,-4.911406873859795,6.801749644006359,-2.595459845680227,-1.9791556692019057,-6.422363104705281,-13.734577581286375
