timecode,event,eeg.af3,eeg.f7,eeg.f3,eeg.fc5,eeg.t7,eeg.p7,eeg.o1,eeg.o2,eeg.p8,eeg.t8,eeg.fc6,eeg.f4,eeg.f8,eeg.af4
0,,-7.960248964336607,-0.8032419894289791,-14.874593587380089,-6.702062634115071,-1.3628091339475368,-7.04062561945798,-5.178257004672158,-6.233600314441964,-8.537519916220075,-1.8333909427351105,-3.170276180238222,-7.891545740105501,-5.00659939615281,-6.5391730336599
250,,-8.839657081598856,-3.143637786263556,-8.336569478100657,-7.088374450071143,-2.19598455327704,-6.6468409294065,-5.132634112332831,-8.141232426812733,-5.888347339128704,-3.924084191340768,-2.892172315702948,-3.058291967929524,-4.234178379610588,-4.731261241930613
500,,-6.324048894695586,-1.939229287304305,-7.127203569054257,-2.954681337641465,-3.766935921751809,-6.602246293940521,-6.622390151436485,-8.291528371242899,-4.5897572449595,-3.4324724593868177,-4.326293537158485,-1.6538588491423936,-0.2090427518106041,-4.423886824503004
750,,-8.661363792599477,-2.24599364826819,-10.445800141106009,-1.9611873161942244,-6.720626132171813,-3.344362731136203,-6.162215719768139,-11.046033759652934,-6.995563981252451,-4.975841831058856,-4.173998474980694,-1.251307405326274,-4.74758582519068,-4.263482131497951
1000,,-12.184466702311935,0.3478400622533731,-11.100354566816204,-1.023664641521565,-3.3794417303746864,-4.354726167650592,-3.701577358221577,-7.2370478046683395,-5.26355303465537,-3.277075001866665,-5.590749686366259,-3.62115974351348,-2.034648077843581,-2.4216810528547312
1249,,-12.43836728450594,-1.7140496789731157,-17.387141246278087,-2.2749209221054176,-0.9519850082132022,-8.187945607052193,-6.1254446355922205,-6.996534605680436,-4.435045929469277,-3.4435342571319554,-3.240008969541437,-7.538922966437749,-0.7004082990987243,-3.137499651397295
1499,,-8.9506411505761,-0.7061754456629885,-14.598307217988484,-4.209050139068245,-5.857273339649105,-7.872791352695099,-8.788486192785458,-8.70431289268646,-6.588181177567955,-8.226189622803604,-0.7836060241638141,-6.785911448039607,-2.663616007002184,-0.3141470444155672
1749,,-8.8090400378818,-0.8348542676472641,-11.827412824801629,-4.203288112246809,-8.303155085952138,-12.577181534121006,-5.889590943900496,-8.15144637534131,-7.286129481370946,-10.912719461275806,-0.9036275440699716,-3.8683335376849817,-4.492154934304988,-1.915072891356164
1999,,-10.35546252903863,-1.611839746879147,-13.537397677151567,-6.467359788558607,-5.485911654354032,-9.703027624171987,-5.632731290473075,-5.2576313492807145,-5.468386516987477,-7.868603732510855,-1.929436037874076,-4.511500420914883,-7.008490373783253,-3.3981821198829847
2249,,-11.938828957097652,-1.0991431140327377,-11.687813991609763,-9.101135425531266,-4.592581064556651,-7.970155720507048,-6.01738978633879,-7.126298613768305,-4.942327641455178,-9.294745525024853,-1.5012489258016404,-4.270670034431855,-5.779080305113228,-3.2489384483054566
2499,,-12.547331874170611,1.1718393393351525,-9.949263344177837,-8.876267209711235,-2.0530052347206427,-6.412008958260332,-3.920644566032884,-7.596775477772643,-8.052366485987633,-9.624954187124914,-3.843570057581825,-3.356782559901468,-6.034546824886609,-2.6069957810164763
2749,,-9.720394469839947,-0.4979414081117539,-9.767144738716746,-7.769138696977949,-3.356474676582509,-3.97112910504747,-3.97282268828918,-5.911916519875833,-13.83506522661612,-6.42334367872219,-3.74381035204444,-4.1169338881859785,-4.294682690415586,-3.873457784324032
