timecode,event,eeg.af3,eeg.f7,eeg.f3,eeg.fc5,eeg.t7,eeg.p7,eeg.o1,eeg.o2,eeg.p8,eeg.t8,eeg.fc6,eeg.f4,eeg.f8,eeg.af4
0,,-4.28553046071488,-4.006433696098847,2.012424237940487,3.098739120163882,1.3297529901614773,-6.623063670043329,-1.4397968289549037,1.8138369014548323,-5.427506447358217,1.5421717165623847,-3.0753902329071483,-6.004125887806557,-5.833899249592667,0.819075019021988
250,,-4.499437214922977,-3.022980196253535,-4.675086545328791,-1.4045351527449328,0.3181510247085607,-5.237383765466218,0.5374850923098288,6.524953331963839,-4.357941841959937,-0.3231632155841686,2.203826162169929,-5.2446491869458844,-10.216641050271306,2.639723680105313
500,,-6.337485513834848,-1.5774511444886032,-6.834535395277115,-0.4701725610562663,-0.9746574974495342,-3.2885422894497696,2.1751617515415926,0.4825677455567428,-4.097994004604228,-0.4414036072255038,3.4275098316418227,-5.634748858260297,-7.832270979889202,3.674485421006329
750,,-6.40810875656817,0.9917843580197024,-6.9513219442403,-0.2083987540289822,2.4149699450547133,-4.392750729138673,4.665633439946422,-4.549446129710116,-3.21929016833588,1.6410088783285417,-0.4012770126559027,-6.598746439942542,-4.718949737610095,2.964080466985952
1000,,-2.3817944524227013,1.4865005913370142,-5.036325080380195,-1.6672622323296462,3.17246730206414,-7.848240793619279,9.451524415649148,-3.530785418003179,-2.674932488730217,2.752264889552385,-2.427860869524419,-5.441552249427987,-6.631241852789144,5.337374491802217
1249,,0.2624454011860599,2.8781313684646017,-7.423151421785922,-0.0553148046639166,0.605825469512375,-5.944962397622854,3.4433264346036445,-3.553407584693205,-2.896197764480928,-0.1250075252917309,-3.5238421282618315,-5.115474845837817,-4.549778548648877,5.512366451136252
1499,,-4.862011127941038,1.266009070597308,-5.666051440980637,1.432557391248321,-1.4223610991637747,-3.886460440426544,-4.313453170698941,-4.616856626051651,-3.072618835496362,4.099817928146797,-1.9880891351316812,-6.444293629860996,-1.8256613157388,1.53004323827323
1749,,-9.345920380228534,0.9628053423080092,-5.700833032770774,-0.3825080906156708,0.1079834272105519,-3.7415550272396607,-6.6821497323396,-7.404524529278574,-4.50105370768102,5.320046036391952,-0.9092247696053672,-4.466045744845845,-0.1206259847595384,1.6681585158711405
1999,,-10.00915245788038,3.503684382957664,-7.746854170210114,-0.2547821198978461,3.768203655372424,-5.013922205614364,-3.6364151123184736,-7.684418460122892,-6.198802501495303,2.784213618881933,-1.5381606955280458,-2.925069022053837,0.158318147671801,3.091617802522318
2249,,-4.096171597842712,1.3131616880748245,-7.258054991522441,-3.9789629089577887,4.437912963709917,-3.5423908916572526,-0.0381118728919683,-7.091675534112297,-11.244174242472678,1.496763502779349,-1.0866419186655851,-4.445550049525576,1.4832806501013465,2.42581828347778
