,discount,limited edition
eeg.af3,-0.14135673717140074,-0.09774811479517258
eeg.f7,-0.07706942021633807,-0.6884615627756955
eeg.f3,0.04932645465537721,-0.1495290492561397
eeg.fc5,-0.10759756361895735,3.678752006624372
eeg.t7,7.970434099365629,0.12811855839491917
eeg.p7,-0.5628586559169744,-1.4937882067900572
eeg.o1,0.3301389617541484,1.4099024854818614
eeg.o2,0.008971131752565028,-0.26300924032500017
eeg.p8,0.016713767552174325,-0.4770854183960355
eeg.t8,-0.07421180707930061,10.049492237076834
eeg.fc6,-2.239903620172765,0.59405806360479
eeg.f4,-0.05890120275404833,0.09683292636966247
eeg.f8,-1.9927329855008158,-0.8035655209874174
eeg.af4,0.8781513400733395,0.23049390868592665
