event,eeg.af3,eeg.f7,eeg.f3,eeg.fc5,eeg.t7,eeg.p7,eeg.o1,eeg.o2,eeg.p8,eeg.t8,eeg.fc6,eeg.f4,eeg.f8,eeg.af4
,0.8867514053324373,-0.7904699667532624,0.42823321151457244,-5.264808452016072,0.6356150828438566,-0.13597197221581817,0.14734634196789473,1.7588005814752337,0.22303607563437985,7.764063683355063,0.14456216013796302,0.3354761792051533,-0.5687741842700262,1.1757392346720554
,0.45966224077743406,-0.9932056626302931,0.5061337919401848,9.970077611904975,0.20694274375429003,0.8493134463097411,0.48562416974267836,1.0079429291939588,0.25807458348209644,3.6736884704498824,0.11713880792465758,0.022034263313474873,-0.5262398939090108,1.6308720165471267
,0.193468665847701,-1.799057921897668,0.16559357764108154,16.958540517317555,0.2938189044434459,0.44252407401970756,0.2596274594849634,0.5121746152876218,0.9117272020755101,-7.2454839467790295,-0.39988377844361156,0.1031165842261588,-0.801884311117157,1.1313013813070794
,0.4223010368609209,-1.573574267140707,0.16027605522853364,5.846135944794082,1.1037189529068507,-0.4508733404305361,-0.09767892634821417,0.04731110703494469,0.1631501417604123,-5.613798270503651,-1.4084968530841564,0.22581365822795982,-0.5454510501126656,0.5547096771590238
,0.24480612595824394,-0.9417619354510567,0.3737313504363013,10.686196467630662,0.4674843663646649,-1.199660388646531,-0.056917651912639367,0.05502133124024089,-0.03718132581932567,-12.317092831931873,-0.8404055454288393,0.316863813692418,-0.5599275248609306,0.47156378298677054
,-0.4413606111220843,-0.4392317677159049,0.11793903789636137,2.161669431215754,0.38158988317812276,-0.5495656436004458,-0.07666940193993836,-0.09906613215691454,-0.23652281357204352,-9.578152225284912,-0.09096858111762682,0.27987538885462715,-0.6561707692170723,1.269306890198011
,-0.43583834318925263,-0.8708743782093857,0.4129564172815811,8.301791007188418,0.31009521077483954,-0.3427275719335231,-0.4022427657050783,-0.46689195005454487,-0.49365645891913384,-6.624711748589073,-0.3614974729192806,0.08360551923878068,-0.30779810074268005,0.7532363497681592
,0.044992355534051495,-1.0944405944538582,0.6256510156174854,21.835497342854378,0.6269342236884837,0.45667022099218796,-0.022569080548329613,-0.572586515404039,-0.18082800809330174,2.6737653979544302,-1.5458555674757906,0.11836322828165323,-0.26853367032940256,0.4534729896750506
,0.16944402840637499,-1.8464018094193786,0.5455198582246857,26.257241148324493,0.8843418928640848,1.2505919190174761,0.3222665689407508,0.5601097061310198,-0.11929558652412672,3.4728396820032192,-1.5316722534936658,0.5802878897190056,-0.5694233509851461,0.11651407375393202
,0.38784173107963915,-1.5038892804229183,0.24219284190312243,13.288873814243763,0.4168365057693892,1.2974708042800878,0.4790282079722001,0.5325216073743644,0.2522612535409223,-0.18133402224984915,-1.3254804839626575,-0.2373961447318424,-0.5297586102784807,-0.2789214099578436
,0.5172274999638933,-0.6530117278011264,0.21294897979556784,6.939408030132767,0.6479303136614847,0.9135028696833144,0.30929405661906284,0.19066032591653528,-0.05032248518469219,-0.35071921391530625,-0.12775330001466748,-0.12246801981607353,-0.5559335044831116,-0.13437849985516448
,-0.5575167950362135,-0.8827163188861089,0.06778112895277302,15.476990186201313,0.9296252757441018,0.6063298456619112,0.46578186873951305,0.5547189527030084,-0.08558564564766313,-0.3156544840750781,0.884039474652608,-0.09241179745258458,0.09307526491956263,0.430503794575081
,-0.5754838888448097,-1.6403579928037497,0.18177465575739607,16.586727259723286,1.0567934353721835,0.27038973054520243,0.2926638250323621,1.1601370319626727,-0.02690113930076275,-2.705696802584186,0.05017107000392461,-0.13327235441041607,0.2759770903131975,0.28523639855579885
