event,eeg.af3,eeg.f7,eeg.f3,eeg.fc5,eeg.t7,eeg.p7,eeg.o1,eeg.o2,eeg.p8,eeg.t8,eeg.fc6,eeg.f4,eeg.f8,eeg.af4
,0.7053965141572953,-0.5119159334551608,0.5442270692535888,-4.881508943696149,-0.0766573258733677,-6.718333762655354,3.326677463161394,0.7336847073018621,-1.1497472255305548,1.8652486228675127,-0.7002387329625535,1.088721650515927,-0.48905605801179297,1.4444095418674332
,0.6541508431377488,-0.7451474892068021,0.7967711070783705,-10.10146161029197,0.34051893397203764,-2.449368669554826,3.7110212647638696,1.7073639423363562,0.4216313608738434,1.3249432322934935,-0.21789684497890077,1.3463225162894195,-0.4326875225904995,1.3608256693268264
,0.4138878719939769,-1.096279240163253,0.8020389443035814,6.4752287257256445,-0.18346186476704174,-4.441898831449804,4.003255533428789,0.510228988648888,-0.06320316376224906,1.1268937438401556,0.11540629504625338,0.6092133189217305,-0.383955677368497,0.5550203381760697
,-0.025017284111698814,-1.0665648379283248,1.0720840344532987,23.033383323604266,0.26714091944928914,-4.1060805731919805,1.6396575773452808,1.0335074785773588,-0.19898568749147233,-0.39280183685106224,-0.6140542637788882,0.5570786433151499,-0.13663504147136282,0.6441930804222903
,-0.23184890073501868,-0.9199879445415093,1.1718153126274669,11.376745362137209,0.45393770728518207,-2.0790648270742955,0.7719963565735476,1.1997348729875623,0.3609420783843791,1.0340620313449267,-0.761476947795168,0.37679473407005415,-0.22558341071887902,0.5899489447004169
,-0.06975472755751592,-0.7794622874036996,0.9945498879368714,19.339062851936806,0.071059051375828,-4.622196535547915,0.4539107560312625,0.05775237359488834,-0.12050415974376885,1.8443308808248036,-0.34278895855297575,-0.12372486966673725,-0.19968064658393,-0.1365801803424971
,-0.17695678524853697,-0.7853034491493975,1.0959400555830592,19.767497658237936,-0.43864295448221535,-4.296729519340153,0.5251814993910171,-0.28165469590991216,-0.17910850270366574,1.4196832646494337,-0.3185079995173724,-0.3484091945157277,-0.1560198995264794,-0.1708215273589294
,0.09343524544362818,-0.5779048023317039,0.3188439983823573,17.328256978188662,-0.4600309870441557,1.1796330187340849,-1.048219583453255,-0.2589800090742314,-0.1312103218117331,0.7207304840100023,-0.628630210722334,-0.09041829221551924,-0.132900045872495,0.4099714814968225
,-0.13057768247111273,-0.09580231120461835,-0.0062822644271994695,11.936370114392831,-0.16681605297724794,3.4967009246383802,-1.4105221953676572,0.19391907554081944,0.035115133041764626,-0.6195998684130161,-0.5204442691404182,1.053334240635275,0.12701757938734773,0.6267628531220538
,-0.03186333788646907,-0.5920134590471645,0.3312483237406918,15.12567212208746,0.07464562768367924,-1.9691120591958335,1.4754575026789638,0.8535658247096298,-1.0423943105570344,-0.5538692953407824,-0.18047965899681429,0.8816485339355483,0.19408147095454092,1.302855743035989
,-0.2769958717628018,-0.659019512083781,-0.22981811442541286,5.330122624364173,0.3309609186675922,-2.921883684189344,1.2661289593538814,-0.07320100038267652,-1.7150078849649844,-0.37524158686284115,-0.11289401911855657,-0.7310926091438231,0.25188485779091285,1.0814580296586103
,-0.13705246612854907,-0.44032375380382016,-0.004098567322508249,9.524818748480781,-0.5571604525534606,0.4062274514879178,-0.7311755512411123,0.3101127235953469,-0.4106312547533312,0.3846633841886306,0.1639651263910927,-0.6215881386311857,0.11628289270130177,0.8297929489115475
,-0.7077648881575034,0.1122273936920939,0.4351858454649925,6.1636962135571975,-0.7426049859360028,0.857168173944818,-1.3816639560102997,0.8038630786973321,0.046539758654694646,0.8822618990741793,0.3490713389007985,0.17392012252955416,-0.09363450080085509,-0.017874041728325702
,-0.10490130272905565,0.0054189959149016495,1.0231044850261612,-3.0121834434815606,-0.44029600041813327,-2.6875057852176014,0.4753059914248876,0.3167993430189799,-0.35482025167365827,-1.7421052204535556,-0.192376931502823,0.5876224532426563,-0.3021639714826746,0.43469571121944495
